TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,t_rxn,t_iso,t_100,t_pseudo,F_X,Ro,logRo,P,logP,H,logH,Acetyl,Yield
79.87461079,438.15,8,0,5,49.87461079,30,4.666666667,49.87461079,13.92857143,35.94603936,49.28571428,16.70454545,4089.965167,8.316291732,336.4300155,5.81839015,508.2437662,6.230961187,4.144342105,41.22046617
30.0691638,493.15,40,0,5,30.0691638,0,0,30.0691638,0,30.0691638,0,23.78409091,102651.333,11.53909341,9485.332821,9.157501971,18534.99397,9.82741579,3.508,8.459652942
119.6480075,438.15,8,0,5,89.64800747,30,4.666666667,89.64800747,13.92857143,75.71943604,49.28571428,16.70454545,7351.580735,8.902670635,604.7221235,6.404769053,913.5518097,6.81734009,4.144342105,37.6574751
30,458.15,3.333333333,0,1,20,10,16,20,5.3125,14.6875,16.875,23.86363636,6364.202051,8.758444138,607.6831208,6.409653563,1015.31349,6.922952701,4.041182796,8.464761905
89.83165859,413.15,6,0,5,89.83165859,55,2.090909091,89.83165859,19.13043478,70.70122381,86.08695652,21.59090909,1352.624239,7.209801866,75.23384882,4.320601247,98.8445208,4.593548119,3.695454545,2.653344466
187,429.8772727,7.69,0,5,120,67,2.205882353,120,25.71636362,94.28363638,96.76606058,14.5,5616.188657,8.633408538,416.916166,6.032885161,602.4779865,6.401051128,4.144342105,22.20042105
10.37674,493.15,3,0,2.75,10,0.37674,318.5220577,10,0.37674,9.62326,1.06743,15.94375124,34138.40628,10.43817831,3154.505022,8.056586876,6164.12019,8.726500695,2.879853118,10.79939057
89.93206708,473.15,40,0,5,89.93206708,0,0,89.93206708,0,89.93206708,0,23.78409091,79119.57479,11.27871559,7771.819821,8.958259627,13926.05079,9.541516522,3.508,14.52997383
184,425.15,6,0,5,180,4,31.75,180,1.637795276,178.3622047,6.42519685,15.1,6114.269494,8.71838058,423.1062062,6.047623226,595.6415054,6.389638985,4.269325153,52.4581926
60.03403053,423.15,6,0,5,60.03403053,55,2.272727273,60.03403053,22,38.03403053,87.99999999,21.59090909,1780.664851,7.484742085,119.3001139,4.781642283,166.0715308,5.112418604,3.695454545,8.826443649
30.18079036,413.15,6,0,5,30.18079036,55,2.090909091,30.18079036,19.13043478,11.05035558,86.08695652,21.59090909,454.4418887,6.119070048,25.2763564,3.229869429,33.20884649,3.502816301,3.695454545,0.575519477
99.92888904,463.15,6,0,0.42,99.92888904,0,0,99.92888904,0,99.92888904,0,24.88636364,44629.65104,10.70615374,4334.36778,8.374331038,7416.428755,8.91145292,2.128411429,30.25311137
140,433.15,4,0,5,90,50,2.7,90,22.22222222,67.77777778,81.48148148,17.6,5258.527273,8.56760628,407.772901,6.010710404,599.8298264,6.396645992,2.128411429,89.09090909
124,440.15,6,0,5,120,4,35.5,120,1.887323944,118.1126761,6.591549296,15.1,11269.60575,9.329864624,946.7442932,6.853029039,1445.318246,7.276084815,4.269325153,61.57405768
30,473.15,8,0,8,25,5,35,25,2.857142857,22.14285714,8.571428571,16.89772727,21994.26116,9.998536842,2160.469584,7.678080877,3871.269515,8.261337772,2.879853118,75.44855414
90,443.15,4,0,10.35,30,60,2.416666667,30,28.96551724,1.034482763,99.31034481,20.47,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,3.439166667,19.3209575
5.892857143,513.15,40,0,5,5.892857143,0,0,5.892857143,0,5.892857143,0,23.78409091,78062.60309,11.26526639,6134.048057,8.721610179,12983.38864,9.471426022,3.508,9.102028787
0.684220474,453.15,40,0,5,0.684220474,0,0,0.684220474,0,0.684220474,0,23.78409091,155.1284883,5.04425373,14.44921729,2.670640246,23.56095576,3.159590925,3.508,0.615413538
100,423.15,5,0,2,95,5,25,95,2,93,8,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,2.128411429,17.92346197
83.00584532,448.15,6,0,5,59.56834532,23.4375,6.4,59.56834532,11.71875,47.84959532,39.0625,15.02,9622.602882,9.171870077,867.2399811,6.765315733,1379.359641,7.229374642,4.269325153,52.18710861
60,423.15,3.7,0,2,53,7,16.1,53,3.105590062,49.89440994,12.42236025,15.48,1572.029002,7.360122422,105.3220312,4.65702262,146.6133634,4.987798941,3.439166667,0.458656331
141.3241906,440.15,6,0,5,119.1366906,22.1875,6.4,119.1366906,10.46875,108.6679406,36.5625,15.02,11188.52945,9.322644376,939.9331832,6.845808791,1434.920273,7.268864567,4.269325153,56.80336702
43.75,448.15,8,0,8,25,18.75,8,25,9.375,15.625,31.25,18.86363636,4038.47162,8.303621588,363.9684703,5.897067244,578.8979169,6.361126153,2.128411429,15.30987952
90,433.15,4.5,0,4,90,0,0,90,0,90,0,17.2386,5258.527273,8.56760628,407.772901,6.010710404,599.8298264,6.396645992,3.439166667,12.99353456
40.01706028,418.15,8,0,5,20.01706028,20,6,20.01706028,7.5,12.51706028,31.66666667,16.70454545,423.0254664,6.047432381,25.95717804,3.256448182,35.11595282,3.558655524,4.144342105,1.099218267
239.976662,418.15,8,0,5,219.976662,20,6,219.976662,7.5,212.476662,31.66666667,17.84090909,4648.820993,8.444368917,285.2553423,5.653384717,385.9053217,5.955592059,4.144342105,24.97326682
16,423.15,20,0,1.625,15.48090278,0.519097222,28.89632107,15.48090278,1.730324074,13.75057871,6.921296296,18.6,459.1778896,6.129437694,30.76377594,3.426337892,42.82466461,3.757114212,3.248888889,0.430107527
36.625,463.15,8,0,8,16,20.625,8,16,11.25,4.75,35,18.86363636,7145.825632,8.874283637,693.9923493,6.542460936,1187.473024,7.079582819,2.128411429,30.61975904
60,423.15,6,0,0.42,60,0,0,60,0,60,0,24.88636364,1779.655474,7.484175071,119.2324881,4.781075269,165.9773925,5.111851589,2.128411429,0.789931622
239.5830507,433.15,6,0,0.595,239.5830507,0,0,239.5830507,0,239.5830507,0,15.1,13998.37785,9.546696734,1085.505285,6.989800858,1596.76733,7.375736446,4.269325153,69.19821248
244,433.15,6,0,5,240,4,33.75,240,1.777777778,238.2222222,6.518518519,15.1,14022.7394,9.548435534,1087.394403,6.991539657,1599.546204,7.377475245,4.269325153,64.28009077
55,423.15,10,0,0.177,45,10,12.5,45,4,41,16,12.16,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,2.128411429,4.029605263
100,423.15,20,0,2,95,5,25,95,2,93,8,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,2.128411429,12.27191991
262,430.7863636,7.69,0,5,195,67,2.205882353,195,26.12848483,168.8715152,97.59030299,14.5,9706.486338,9.180549636,729.6388393,6.592549671,1059.633875,6.965678727,4.144342105,43.0522184
110,443.15,4,0,5,60,50,2.9,60,24.13793103,35.86206897,82.75862069,17.6,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,2.128411429,52.95454545
30,453.15,8,0,8,25,5,31,25,2.580645161,22.41935484,8.387096774,16.89772727,5668.073898,8.642604638,527.9444947,6.268991155,860.86856,6.757941833,2.879853118,64.88231338
25.29579946,493.15,40,0,0.425,20.55555556,4.740243902,41.13712375,20.55555556,2.91707317,17.63848239,8.26504065,20.9,70173.39068,11.15872447,6484.260322,8.77713303,12670.6915,9.44704685,3.508,22.20688951
90.15414706,453.15,40,0,5,90.15414706,0,0,90.15414706,0,90.15414706,0,23.78409091,20440.01471,9.925249764,1903.855425,7.55163628,3104.43483,8.040586959,3.508,35.41217424
90.06660697,423.15,6,0,5,90.06660697,55,2.272727273,90.06660697,22,68.06660697,87.99999999,21.59090909,2671.458836,7.890379983,178.9810941,5.187280181,249.1503429,5.518056501,3.695454545,17.2757454
30,463.15,15,0,0.177,20,10,16.5,20,5.454545455,14.54545455,16.96969697,12.16,8932.28204,9.097427189,867.4904367,6.765604488,1484.34128,7.302726371,2.128411429,58.55263158
39.78433127,428.15,8,0,5,19.78433127,20,6.5,19.78433127,8.461538462,11.32279281,32.30769231,17.84090909,823.6155321,6.713703834,59.65144574,4.088518385,85.38721811,4.447196419,4.144342105,6.916469343
41.86590487,448.15,6,0,5,41.86590487,0,0,41.86590487,0,41.86590487,0,15.1,6762.970747,8.819217532,609.5147741,6.412663188,969.4434047,6.876722097,4.269325153,26.744429
48,433.15,20,0,1.625,47.30787037,0.69212963,28.89632107,47.30787037,2.076388889,45.23148148,7.613425926,18.6,2764.108073,7.924473284,214.3429727,5.367577408,315.2963519,5.753512996,3.248888889,67.89247312
60,413.15,5,0,13.375,30,30,2,30,20,10,90,16.81818182,451.7196701,6.113061788,25.12494481,3.22386117,33.00991733,3.496808042,4.041182796,2.505890376
277,430.9681818,7.69,0,5,210,67,2.205882353,210,26.21090908,183.7890909,97.7551515,14.5,10582.78882,9.266984264,797.4757602,6.681451439,1159.298779,7.0555706,4.144342105,56.53845549
138.9804406,425.15,6,0,5,119.1366906,19.84375,6.4,119.1366906,8.125,111.0116906,31.875,15.02,4046.854629,8.305695224,280.0415178,5.63493787,394.2375432,5.976953629,4.269325153,39.0705735
76.875,433.15,8,0,8,60,16.875,8,60,7.5,52.5,27.5,18.86363636,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,2.128411429,7.898795181
35,443.15,5,0,1,30,5,29,30,2.413793103,27.5862069,8.275862069,23.86363636,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,4.041182796,10.8952381
37.14285714,453.15,15,0,0.59,15,22.14285714,7,15,11.42857143,3.571428571,37.14285714,16.03409,3400.844339,8.131779015,316.7666968,5.758165531,516.521136,6.247116209,2.573478261,41.81715333
184,433.15,6,0,5,180,4,33.75,180,1.777777778,178.2222222,6.518518519,14.7,10517.05455,9.260753461,815.545802,6.703857585,1199.659653,7.089793173,4.269325153,43.67968092
160,463.15,6,0,0.42,160,0,0,160,0,160,0,24.88636364,71458.25632,11.17686873,6939.923493,8.845046029,11874.73024,9.382167912,2.128411429,2.676920808
40,473.15,19,0,0.42,40,0,0,40,0,40,0,12.95454545,35190.81785,10.46854047,3456.751334,8.148084506,6194.031224,8.731341401,2.128411429,12.30769231
90,413.15,4,0,4,60,30,2,60,20,40,90,19.48,903.4393401,6.806208969,50.24988963,3.91700835,66.01983466,4.189955222,4.041182796,3.348422625
63.78494624,433.15,6,0,5,59.78494624,4,33.75,59.78494624,1.777777778,58.00716846,6.518518519,15.1,3493.11967,8.158550504,270.8742329,5.601654628,398.4532658,5.987590216,4.269325153,31.1770137
60,433.15,6,0,0.42,60,0,0,60,0,60,0,24.88636364,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,2.128411429,0.099994553
200,423.15,3.7,0,2,193,7,16.1,193,3.105590062,189.8944099,12.42236025,15.48,5724.558442,8.652520697,383.5311701,5.949420895,533.8939458,6.280197216,3.439166667,5.607235142
50.01461331,433.15,6,0,5,28.92086331,21.09375,6.4,28.92086331,9.375,19.54586331,34.375,15.02,1689.790539,7.432359859,131.034937,4.875463982,192.7510713,5.26139957,4.269325153,8.767366673
44.79458382,433.15,6,0,5,44.79458382,0,0,44.79458382,0,44.79458382,0,15.1,2617.261564,7.869883845,202.9557488,5.312987969,298.5458604,5.698923557,4.269325153,20.76424091
30,513.15,40,0,5,30,0,0,30,0,30,0,23.78409091,397409.6157,12.89272281,31227.88102,10.3490666,66097.25126,11.09888244,3.508,0.219526002
141.09375,433.15,6,0,5,120,21.09375,6.4,120,9.375,110.625,34.375,14.72,7011.369698,8.855288353,543.6972013,6.298392477,799.7731019,6.684328065,3.695454545,75.81521739
29.95538695,453.15,10,0,0.5,26.55538695,3.4,45.58823529,26.55538695,1.75483871,24.80054824,5.703225807,20.909,6020.715825,8.702961439,560.7908138,6.329347955,914.427909,6.818298634,4.269325153,73.8170347
53.75,448.15,6,0,8,35,18.75,8,35,9.375,25.625,31.25,18.86363636,5653.860268,8.640093824,509.5558585,6.233539481,810.4570837,6.697598389,2.128411429,22.39228916
94.22481266,433.15,6,0,5,90.22481266,4,33.75,90.22481266,1.777777778,88.44703488,6.518518519,14.7,5271.662646,8.570101084,408.7914844,6.013205208,601.3281524,6.399140796,4.269325153,41.89056454
35.71428571,443.15,15,0,0.59,15,20.71428571,7,15,10,5,34.28571429,15,1726.433352,7.453812913,149.295114,5.005924978,231.4885509,5.444530416,2.573478261,10
140.6620953,433.15,6,0,5,119.5683453,21.09375,6.4,119.5683453,9.375,110.1933453,34.375,15.02,6986.148944,8.851684745,541.741456,6.294788869,796.8962202,6.680724457,4.269325153,56.80249323
179.7537353,418.15,8,0,5,159.7537353,20,6,159.7537353,7.5,152.2537353,31.66666667,16.70454545,3376.115046,8.124480933,207.1610962,5.333496733,280.2561692,5.635704075,4.144342105,24.45571335
165,413.15,20,0,1.625,164.6539352,0.346064815,28.89632107,164.6539352,1.384259259,163.2696759,6.229166667,18.6,2479.247376,7.815710316,137.8973678,4.926509697,181.1737596,5.199456569,3.248888889,32.50537634
100,423.15,3,0,2,95,5,25,95,2,93,8,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,2.128411429,26.48151138
124,448.15,6,0,5,120,4,37.5,120,2,118,6.666666667,15.1,19384.66378,9.872237505,1747.048658,7.465683162,2778.710001,7.929742071,4.269325153,35.98599377
30,458.15,3.333333333,0,1,20,10,16,20,5.3125,14.6875,16.875,23.86363636,6364.202051,8.758444138,607.6831208,6.409653563,1015.31349,6.922952701,4.041182796,8.269206349
79.81726272,438.15,8,0,5,59.81726272,20,7,59.81726272,9.285714286,50.53154843,32.85714286,17.84090909,4905.311883,8.498073955,403.4983393,6.000172372,609.5636719,6.412743409,4.144342105,26.94599183
150,413.15,6,0,4,120,30,3.833333333,120,10.43478261,109.5652174,46.95652174,11.932,1806.87868,7.49935615,100.4997793,4.610155531,132.0396693,4.883102403,2.128411429,13.52665102
15.02177549,493.15,40,0,5,15.02177549,0,0,15.02177549,0,15.02177549,0,23.78409091,51281.94746,10.84509407,4738.626621,8.46350263,9259.602957,9.13341645,3.508,24.9104242
79.93581358,428.15,8,0,5,54.93581358,25,5.2,54.93581358,10.57692308,44.3588905,40.38461538,16.70454545,2286.960763,7.734979037,165.6361622,5.109793589,237.0975411,5.468471622,4.144342105,22.93953127
90.30447284,433.15,6,0,5,90.30447284,0,0,90.30447284,0,90.30447284,0,15.1,5276.317037,8.570983603,409.1524096,6.014087726,601.8590696,6.400023314,4.269325153,43.31405204
60.28742359,438.15,8,0,5,30.28742359,30,4.666666667,30.28742359,13.92857143,16.35885216,49.28571428,16.70454545,2483.718781,7.817512224,204.3043189,5.319610642,308.641892,5.732181679,4.144342105,38.59054739
110,433.15,4,0,5,60,50,2.7,60,22.22222222,37.77777778,81.48148148,17.6,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,2.128411429,70.22727273
124.0499584,433.15,6,0,5,120.0499584,4,33.75,120.0499584,1.777777778,118.2721806,6.518518519,14.7,7014.28867,8.855704586,543.9235532,6.29880871,800.1060632,6.684744298,4.269325153,51.38607644
142,428.6045455,7.69,0,5,75,67,2.205882353,75,25.13939396,49.86060604,95.61212125,14.5,3219.940995,8.077118314,234.7529454,5.458533665,336.8763461,5.819715937,4.144342105,8.091742253
30,443.15,15,0,0.177,20,10,14.5,20,4.827586207,15.17241379,16.55172414,12.16,2301.911136,7.741494985,199.060152,5.29360705,308.6514012,5.732212488,2.128411429,5.180921053
64.10582011,448.15,6,0,5,60.10582011,4,37.5,60.10582011,2,58.10582011,6.666666667,15.1,9709.425949,9.18085244,875.0649361,6.774298096,1391.805362,7.238357005,4.269325153,56.97354323
34.70588235,423.15,6,0,22.5,20,14.70588235,8.5,20,5.882352941,14.11764706,23.52941176,20,593.2184914,6.385562782,39.74416271,3.68246298,55.3257975,4.013239301,2.128411429,0.21469
20,513.15,40,0,5,20,0,0,20,0,20,0,23.78409091,264939.7438,12.4872577,20818.58734,9.943601489,44064.83417,10.69341733,3.508,0.293896577
217,430.4227273,7.69,0,5,150,67,2.205882353,150,25.96363638,124.0363636,97.26060608,14.5,7284.703796,8.893532058,544.8771295,6.300560319,789.7422725,6.671706655,4.144342105,42.74099754
120.1781766,428.15,8,0,5,95.17817662,25,5.2,95.17817662,10.57692308,84.60125354,40.38461538,16.70454545,3962.237768,8.284564238,286.9703181,5.659378789,410.779602,6.018056823,4.144342105,34.18824499
196.8,418.15,8,0,8,181.8,15,8,181.8,5.625,176.175,23.75,18.86363636,3842.024189,8.253754639,235.7496507,5.46277044,318.9319578,5.764977782,2.128411429,10.34795181
30.05413279,473.15,40,0,5,30.05413279,0,0,30.05413279,0,30.05413279,0,23.78409091,26440.73782,10.1826612,2597.24159,7.862205234,4653.905922,8.445462129,3.508,36.55068103
172,429.6954545,7.69,0,5,105,67,2.205882353,105,25.63393937,79.36606063,96.60121208,14.5,4853.961666,8.487550489,359.4175396,5.884484775,518.8711595,6.251655605,4.144342105,21.1630182
76.875,433.15,8,0,8,60,16.875,8,60,7.5,52.5,27.5,18.86363636,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,2.128411429,11.15373494
54,453.15,5.666666667,0,2,39,15,2.666666667,39,30,9.000000004,97.49999999,19.31818182,8842.19528,9.08729046,823.5934117,6.713676976,1342.954954,7.202627654,3.439166667,66.83998203
8.684398751,513.15,40,0,0.425,3.457975986,5.226422764,41.13712375,3.457975986,3.403252032,0.054723954,9.237398373,20.9,45807.7636,10.73220887,3599.508755,8.188552658,7618.756921,8.938368502,3.508,39.85199032
19.05376344,433.15,6,0,5,15.05376344,4,33.75,15.05376344,1.777777778,13.27598566,6.518518519,15.1,879.5625069,6.779424633,68.2057421,4.222528756,100.329959,4.608464344,4.269325153,2.415845526
19.49094631,473.15,40,0,5,19.49094631,0,0,19.49094631,0,19.49094631,0,23.78409091,17147.55853,9.749611083,1684.383866,7.429155118,3018.18825,8.012412013,3.508,32.52559831
25,433.15,3.333333333,0,1,20,5,27,20,2.222222222,17.77777778,8.148148148,23.86363636,1168.561616,7.063528884,90.61620022,4.506633007,133.295517,4.892568596,4.041182796,5.754920635
60,433.15,8,0,2,30,30,2,30,30,0,110,19.48,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,4.041182796,21.93975173
196.875,433.15,8,0,8,180,16.875,8,180,7.5,172.5,27.5,18.86363636,10517.05455,9.260753461,815.545802,6.703857585,1199.659653,7.089793173,2.128411429,42.40963855
36.95,448.15,8,0,8,18.2,18.75,8,18.2,9.375,8.825,31.25,18.86363636,2940.00734,7.986167357,264.9690464,5.579613013,421.4376835,6.043671922,2.128411429,9.287710843
49.90986343,453.15,10,0,0.5,46.50986343,3.4,45.58823529,46.50986343,1.75483871,44.75502472,5.703225807,20.909,10544.85372,9.26339322,982.1850539,6.889779737,1601.555166,7.378730415,4.269325153,74.92113565
40,443.15,15,0,0.177,30,10,14.5,30,4.827586207,25.17241379,16.55172414,12.16,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,2.128411429,12.5
35.71428571,443.15,15,0,0.59,15,20.71428571,7,15,10,5,34.28571429,16.03409,1726.433352,7.453812913,149.295114,5.005924978,231.4885509,5.444530416,2.573478261,16.1842674
150,443.15,4,0,10.35,90,60,2.416666667,90,28.96551724,61.03448276,99.31034481,20.47,10358.60011,9.245572382,895.7706838,6.797684447,1388.931305,7.236289885,3.439166667,52.07620909
53.52941176,413.15,6,0,22.5,40,13.52941176,8.5,40,4.705882353,35.29411765,21.17647059,20,602.2928934,6.400743861,33.49992642,3.511543242,44.01322311,3.784490114,2.128411429,0.178305
20,443.15,20,0,1.625,19.13483796,0.865162037,28.89632107,19.13483796,2.422453704,16.71238426,8.305555556,18.6,2202.334829,7.697273363,190.4491876,5.249385427,295.2997274,5.687990866,3.248888889,26.72473118
80.71428571,443.15,15,0,0.59,60,20.71428571,7,60,10,50,34.28571429,16.03409,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,2.573478261,61.08859312
120,443.15,4,0,10.35,60,60,2.416666667,60,28.96551724,31.03448276,99.31034481,19.96,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,3.439166667,42.93587174
139.4241147,428.15,8,0,5,119.4241147,20,6.5,119.4241147,8.461538462,110.9625762,32.30769231,17.84090909,4971.588598,8.511494705,360.0738888,5.886309257,515.422674,6.24498729,4.144342105,31.33689589
81.09375,433.15,6,0,5,60,21.09375,6.4,60,9.375,50.625,34.375,14.72,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,3.695454545,60.9375
80,393.15,4,0,4,60,20,2,60,10,50,70,19.48,232.8225943,5.450276766,7.82251592,2.057006232,9.074503343,2.205468651,4.041182796,1.101362703
190,433.15,6,0,4,150,40,3.375,150,17.77777778,132.2222222,65.18518519,11.932,8764.212122,9.078431904,679.6215016,6.521536028,999.7163773,6.907471616,2.128411429,64.31444854
60,463.15,6,0,0.42,60,0,0,60,0,60,0,24.88636364,26796.84612,10.19603948,2602.47131,7.864216776,4453.023841,8.401338659,2.128411429,7.372355615
48.96253122,433.15,6,0,5,44.96253122,4,33.75,44.96253122,1.777777778,43.18475344,6.518518519,14.7,2627.074408,7.873626114,203.7166866,5.316730237,299.6651922,5.702665825,4.269325153,31.07778198
159.8480725,428.15,8,0,5,139.8480725,20,6.5,139.8480725,8.461538462,131.386534,32.30769231,17.84090909,5821.831585,8.669370197,421.6538632,6.044184748,603.5704573,6.402862782,4.144342105,29.00223948
139.8913354,438.15,8,0,5,119.8913354,20,7,119.8913354,9.285714286,110.6056211,32.85714286,17.84090909,9831.683456,9.193365455,808.7289947,6.695463873,1221.744348,7.10803491,4.144342105,29.72600979
30.01982138,443.15,6,0,5,30.01982138,55,2.636363636,30.01982138,26.55172414,3.468097238,91.03448277,21.59090909,3455.148056,8.147620588,298.7875103,5.699732653,463.2829966,6.138338091,3.695454545,28.29893425
19.13738551,433.15,6,0,5,15.13738551,4,33.75,15.13738551,1.777777778,13.35960773,6.518518519,14.7,884.4483841,6.784964156,68.58461782,4.22806828,100.8872814,4.614003868,4.269325153,3.36440763
79.41209532,425.15,6,0,5,59.56834532,19.84375,6.4,59.56834532,8.125,51.44334532,31.875,15.02,2023.427315,7.612548043,140.0207589,4.941790689,197.1187716,5.283806448,4.269325153,12.34905193
15.06925604,453.15,40,0,0.425,11.30136986,3.767886179,41.13712375,11.30136986,1.944715447,9.356654413,6.320325203,20.9,2562.279981,7.848652759,238.6598401,5.475039275,389.15976,5.963989953,3.508,58.14958574
112,425.5136364,7.69,0,5,45,67,2.205882353,45,23.73818183,21.26181817,92.809697,14.5,1566.719985,7.356739531,109.0376259,4.691693014,153.8135195,5.035740956,4.144342105,0
274.6716418,425.15,6,0,5,270.6716418,4,31.75,270.6716418,1.637795276,269.0338465,6.42519685,15.1,9194.21868,9.126330161,636.2380638,6.455572807,895.6848011,6.797588567,4.269325153,54.13550672
159.8001052,438.15,8,0,5,139.8001052,20,7,139.8001052,9.285714286,130.5143909,32.85714286,17.84090909,11464.3012,9.346993243,943.0239316,6.84909166,1424.623287,7.261662698,4.144342105,27.4510124
199.9904371,428.15,8,0,5,174.9904371,25,5.2,174.9904371,10.57692308,164.413514,40.38461538,16.70454545,7284.797245,8.893544886,527.6110888,6.268359438,755.2414288,6.627037471,4.144342105,36.89249983
100.1495643,438.15,8,0,5,70.14956431,30,4.666666667,70.14956431,13.92857143,56.22099288,49.28571428,16.70454545,5752.6118,8.657409257,473.1950513,6.159507674,714.8542755,6.572078711,4.144342105,39.81257809
239.9772785,418.15,8,0,5,219.9772785,20,6,219.9772785,7.5,212.4772785,31.66666667,16.70454545,4648.834021,8.444371719,285.2561416,5.653387519,385.9064031,5.955594861,4.144342105,29.19952431
36.95,448.15,10,0,8,18.2,18.75,8,18.2,9.375,8.825,31.25,18.86363636,2940.00734,7.986167357,264.9690464,5.579613013,421.4376835,6.043671922,2.128411429,9.701204819
93.89247312,433.15,6,0,5,89.89247312,4,33.75,89.89247312,1.777777778,88.11469534,6.518518519,15.1,5252.244684,8.566410823,407.2857171,6.009514947,599.1131838,6.395450535,4.269325153,48.8029745
94,440.15,6,0,5,90,4,35.5,90,1.887323944,88.11267606,6.591549296,15.1,8452.204312,9.042182552,710.0582199,6.565346967,1083.988684,6.988402743,4.269325153,57.38333865
200.7142857,443.15,15,0,0.59,180,20.71428571,7,180,10,170,34.28571429,16.03409,20717.20022,9.938719563,1791.541368,7.490831627,2777.862611,7.929437066,2.573478261,30.02976783
23.74514961,448.15,6,0,5,23.74514961,0,0,23.74514961,0,23.74514961,0,15.1,3835.764513,8.252124045,345.6994313,5.845569702,549.8407059,6.309628611,4.269325153,12.20941324
60,433.15,6,0,0.42,60,0,0,60,0,60,0,24.88636364,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,2.128411429,2.105641127
193.4939136,453.15,40,0,0.425,189.7260274,3.767886179,41.13712375,189.7260274,1.944715447,187.781312,6.320325203,20.9,43015.24574,10.66930988,4006.592467,8.2956964,6533.16688,8.784647079,3.508,46.23030506
100,423.15,3.7,0,2,93,7,16.1,93,3.105590062,89.89440994,12.42236025,15.48,2758.465985,7.922430002,184.8103566,5.2193302,257.2649584,5.55010652,3.439166667,1.266149871
64.25,448.15,8,0,8,45.5,18.75,8,45.5,9.375,36.125,31.25,18.86363636,7350.018349,8.902458089,662.422616,6.495903745,1053.594209,6.959962654,2.128411429,31.21349398
20.03672231,473.15,10,0,0.5,16.23672231,3.8,46.05263158,16.23672231,2.171428571,14.06529374,6.514285714,20.909,14284.58843,9.566936503,1403.157787,7.246480538,2514.269123,7.829737433,4.269325153,69.40063091
110.446268,433.15,6,0,5,89.35251799,21.09375,6.4,89.35251799,9.375,79.97751799,34.375,14.72,5220.696142,8.560386033,404.839283,6.003490156,595.5145039,6.389425744,3.695454545,38.88795037
220.0130065,418.15,8,0,5,200.0130065,20,6,200.0130065,7.5,192.5130065,31.66666667,17.84090909,4226.924144,8.349229855,259.367417,5.558245655,350.883057,5.860452997,4.144342105,25.27951647
80.14334868,428.15,8,0,5,60.14334868,20,6.5,60.14334868,8.461538462,51.68181022,32.30769231,17.84090909,2503.748823,7.825544417,181.3373245,5.200358968,259.5727478,5.559037002,4.144342105,20.86077154
140.1272253,428.15,8,0,5,115.1272253,25,5.2,115.1272253,10.57692308,104.5503022,40.38461538,16.70454545,4792.710435,8.474851383,347.1184009,5.849665935,496.8777242,6.208343968,4.144342105,37.88768354
140.0249344,463.15,6,0,0.42,140.0249344,0,0,140.0249344,0,140.0249344,0,24.88636364,62537.11032,11.04351542,6073.514573,8.711692724,10392.23952,9.248814606,2.128411429,4.294626888
15,423.15,3.7,0,2,8,7,16.1,8,3.105590062,4.894409938,12.42236025,15.48,237.2873966,5.46927205,15.89766508,2.766172248,22.130319,3.096948569,3.439166667,0.083979328
8,433.15,20,0,1.625,7.30787037,0.69212963,28.89632107,7.30787037,2.076388889,5.231481481,7.613425926,18.6,426.9848406,6.05674851,33.11057223,3.499852634,48.70531795,3.885788222,3.248888889,2.752688172
92,443.15,4,0,3,38,54,2.407037776,38,29.08138821,8.91861179,99.70761672,19.9,4373.631158,8.383348872,378.2142887,5.935460936,586.4376622,6.374066375,2.879853118,22.49825095
59.72993041,448.15,6,0,5,59.72993041,0,0,59.72993041,0,59.72993041,0,15.1,9648.705153,9.174579004,869.5924561,6.768024661,1383.101292,7.232083569,4.269325153,30.81423341
64.87634892,448.15,6,0,5,41.43884892,23.4375,6.4,41.43884892,11.71875,29.72009892,39.0625,15.02,6693.984614,8.808964583,603.2973782,6.40241024,959.5545328,6.866469148,4.269325153,49.43028573
179.8072877,438.15,8,0,5,149.8072877,30,4.666666667,149.8072877,13.92857143,135.8787163,49.28571428,16.70454545,12284.93975,9.416129381,1010.527548,6.918227798,1526.600788,7.330798835,4.144342105,33.96258313
