TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,t_rxn,t_iso,t_100,t_pseudo,F_X,Ro,logRo,P,logP,H,logH,Acetyl,Yield
95.88235294,433.15,6,0,22.5,80,15.88235294,8.5,80,7.058823529,72.94117647,25.88235294,20,4674.246465,8.449823245,362.4648009,5.892927369,533.1820679,6.278862957,2.128411429,32.5685
60.03479583,443.15,6,0,5,60.03479583,55,2.636363636,60.03479583,26.55172414,33.48307169,91.03448277,21.59090909,6909.738252,8.840687036,597.526779,6.392799101,926.4911926,6.83140454,3.695454545,32.18283412
70,393.15,5,0,0.177,60,10,9.5,60,2.105263158,57.89473684,14.73684211,12.16,232.8225943,5.450276766,7.82251592,2.057006232,9.074503343,2.205468651,2.128411429,47.45065789
40.625,463.15,8,0,8,20,20.625,8,20,11.25,8.75,35,18.86363636,8932.28204,9.097427189,867.4904367,6.765604488,1484.34128,7.302726371,2.128411429,35.07277108
154.3296703,440.15,6,0,5,150.3296703,4,35.5,150.3296703,1.887323944,148.4423464,6.591549296,15.1,14117.96764,9.555203566,1186.031312,7.078367981,1810.618462,7.501423757,4.269325153,54.08978763
35,393.15,4,0,4,15,20,2,15,10,5,70,19.48,58.20564857,4.063982404,1.95562898,0.670711871,2.268625836,0.81917429,4.041182796,0.751353369
64.875,433.15,8,0,8,48,16.875,8,48,7.5,40.5,27.5,18.86363636,2804.547879,7.938997621,217.4788805,5.382101745,319.9092407,5.768037333,2.128411429,5.301204819
70,453.15,8,0,8,65,5,31,65,2.580645161,62.41935484,8.387096774,16.89772727,14736.99213,9.598116083,1372.655686,7.2245026,2238.258256,7.713453278,2.879853118,78.46133154
115,413.15,20,0,1.625,114.6539352,0.346064815,28.89632107,114.6539352,1.384259259,113.2696759,6.229166667,18.6,1726.381259,7.453782739,96.02245981,4.56458212,126.1572307,4.837528992,3.248888889,10.1827957
80.66209532,433.15,6,0,5,59.56834532,21.09375,6.4,59.56834532,9.375,50.19334532,34.375,15.02,3480.464095,8.154920924,269.8928553,5.598025048,397.0096693,5.983960636,4.269325153,27.89561064
29.54697337,433.15,6,0,0.595,29.54697337,0,0,29.54697337,0,29.54697337,0,15.1,1726.372948,7.453777925,133.8717227,4.896882049,196.9239545,5.282817637,4.269325153,38.00189566
30,458.15,3.333333333,0,1,20,10,16,20,5.3125,14.6875,16.875,23.86363636,6364.202051,8.758444138,607.6831208,6.409653563,1015.31349,6.922952701,4.041182796,8.422857143
144,403.15,20,0,1.625,143.8269676,0.173032407,28.89632107,143.8269676,1.038194444,142.7887732,5.537037037,18.6,1099.38836,7.002509268,48.63493283,3.884342055,60.13491359,4.096590598,3.248888889,3.129032258
45.16528761,453.15,40,0,5,45.16528761,0,0,45.16528761,0,45.16528761,0,23.78409091,10240.00751,9.234057632,953.7905978,6.860444148,1555.255044,7.349394827,3.508,17.11516842
30.09864771,423.15,6,0,5,30.09864771,55,2.272727273,30.09864771,22,8.098647713,87.99999999,21.59090909,892.7537193,6.794310753,59.81227759,4.091210951,83.2615844,4.421987271,3.695454545,2.428205406
60.23452463,493.15,40,0,5,60.23452463,0,0,60.23452463,0,60.23452463,0,23.78409091,205631.0674,12.23383891,19001.01104,9.852247469,37129.28494,10.52216129,3.508,0.234267312
59,423.15,5,0,3,29,30,4.166666667,29,12,17,48,16.93181818,860.1668125,6.757126338,57.62903592,4.054026537,80.22240637,4.384802857,2.128411429,2.953020134
100,433.15,6,0,4,60,40,3.375,60,17.77777778,42.22222222,65.18518519,11.932,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,2.128411429,65.16929266
29.43225467,513.15,40,0,0.425,24.2058319,5.226422764,41.13712375,24.2058319,3.403252032,20.80257987,9.237398373,20.9,320654.3452,12.67811902,25196.56129,10.13446281,53331.29844,10.88427865,3.508,0.825428914
500,423.15,3.7,0,2,493,7,16.1,493,3.105590062,489.8944099,12.42236025,15.48,14622.83581,9.590339683,979.6936107,6.887239881,1363.780908,7.218016201,3.439166667,23.54651163
200.1729593,428.15,8,0,5,180.1729593,20,6.5,180.1729593,8.461538462,171.7114208,32.30769231,17.84090909,7500.544028,8.922730834,543.2368352,6.297545386,777.6086825,6.656223419,4.144342105,17.05443341
120,463.15,4,0,10.35,60,60,2.75,60,32.72727273,27.27272727,101.8181818,20.47,26796.84612,10.19603948,2602.47131,7.864216776,4453.023841,8.401338659,3.439166667,19.14997557
27.12095924,473.15,40,0,0.425,22.8668942,4.254065041,41.13712375,22.8668942,2.430894309,20.43599989,7.292682926,20.9,20117.61771,9.909351213,1976.129176,7.588895248,3540.956416,8.172152144,3.508,76.73347035
25,413.15,20,0,1.625,24.65393519,0.346064815,28.89632107,24.65393519,1.384259259,23.26967593,6.229166667,18.6,371.2222489,5.916800937,20.64762537,3.027600318,27.12747875,3.30054719,3.248888889,1.623655914
14.95326252,473.15,10,0,0.5,11.15326252,3.8,46.05263158,11.15326252,2.171428571,8.981833949,6.514285714,20.909,9812.310744,9.191393075,963.8513773,6.87093711,1727.091407,7.454194005,4.269325153,89.43217666
22.46153846,440.15,6,0,5,18.46153846,4,35.5,18.46153846,1.887323944,16.57421452,6.591549296,15.1,1733.7855,7.458062447,145.6529682,4.981226862,222.3566532,5.404282639,4.269325153,9.632751355
1.954318442,493.15,40,0,5,1.954318442,0,0,1.954318442,0,1.954318442,0,23.78409091,6671.731698,8.80563473,616.490734,6.424043292,1204.665377,7.093957112,3.508,26.57632509
0.123163145,448.15,6,0,5,0.123163145,0,0,0.123163145,0,0.123163145,0,15.1,19.89563463,2.990500343,1.79310006,0.583945999,2.851955524,1.048004908,4.269325153,0.58140063
50.87792266,433.15,6,0,5,29.78417266,21.09375,6.4,29.78417266,9.375,20.40917266,34.375,14.72,1740.232047,7.461773744,134.9464277,4.904877868,198.5048346,5.290813456,3.695454545,19.93970815
98.79331419,473.15,40,0,0.425,94.53924915,4.254065041,41.13712375,94.53924915,2.430894309,92.10835484,7.292682926,20.9,83172.83741,11.3286761,8169.96689,9.008220135,14639.47653,9.59147703,3.508,16.24077421
55,423.15,10,0,0.177,45,10,12.5,45,4,41,16,12.16,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,2.128411429,4.276315789
364,425.15,6,0,5,360,4,31.75,360,1.637795276,358.3622047,6.42519685,15.1,12228.53899,9.41152776,846.2124124,6.740770407,1191.283011,7.082786166,4.269325153,53.84713692
255,418.15,8,0,8,240,15,8,240,5.625,234.375,23.75,18.86363636,5071.979128,8.531486381,311.2206609,5.740502181,421.0322875,6.042709523,2.128411429,15.14024096
345,433.15,4.76,0,5,167.8125,177.1875,0.761904762,167.8125,78.74999999,89.06250001,288.75,21.59,9804.962312,9.190643895,760.326555,6.633748019,1118.432697,7.019683607,3.695454545,21.08294615
157,429.3318182,7.69,0,5,90,67,2.205882353,90,25.46909092,64.53090908,96.27151517,14.5,4059.221544,8.308746496,299.0343139,5.700558329,430.8398116,6.065736354,4.144342105,12.96753566
94.15873016,448.15,6,0,5,90.15873016,4,37.5,90.15873016,2,88.15873016,6.666666667,15.1,14564.13892,9.586317548,1312.597404,7.179763204,2087.708043,7.643822113,4.269325153,56.30378998
140,463.15,6,0,0.42,140,0,0,140,0,140,0,24.88636364,62525.97428,11.04333734,6072.433057,8.711514637,10390.38896,9.24863652,2.128411429,4.652219521
10.25116,453.15,3,0,2.75,10,0.25116,318.5220577,10,0.25116,9.74884,0.81627,15.94375124,2267.229559,7.726313907,211.1777979,5.352700423,344.347424,5.841651101,2.879853118,3.426174018
127,427.5136364,7.69,0,5,60,67,2.205882353,60,24.6448485,35.3551515,94.62303033,14.5,2392.310284,7.780014824,171.6494961,5.145454584,244.8431342,5.500617737,4.144342105,4.875793409
120.3186521,473.15,40,0,5,120.3186521,0,0,120.3186521,0,120.3186521,0,23.78409091,105852.7943,11.56980467,10397.79153,9.24934871,18631.4372,9.832605605,3.508,4.756546004
24.375,433.15,8,0,8,7.5,16.875,8,7.5,7.5,0,27.5,18.86363636,438.2106061,6.082699631,33.98107508,3.525803754,49.98581887,3.911739343,2.128411429,0.831228916
46.875,433.15,8,0,8,30,16.875,8,30,7.5,22.5,27.5,18.86363636,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,2.128411429,3.180722892
10.345345,483.15,3,0,2.75,10,0.345345,318.5220577,10,0.345345,9.654655,1.00464,15.94375124,17330.30898,9.760212212,1673.358631,7.422588042,3134.014941,8.05007019,2.879853118,11.43396453
40,453.15,15,0,0.177,30,10,15.5,30,5.161290323,24.83870968,16.77419355,12.16,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,2.128411429,42.35197368
119.7619997,453.15,40,0,5,119.7619997,0,0,119.7619997,0,119.7619997,0,23.78409091,27152.79458,10.20923525,2529.107537,7.835621767,4123.97361,8.324572446,3.508,43.1967593
70,393.15,15,0,0.177,60,10,9.5,60,2.105263158,57.89473684,14.73684211,12.16,232.8225943,5.450276766,7.82251592,2.057006232,9.074503343,2.205468651,2.128411429,39.80263158
119.7179329,448.15,6,0,0.595,119.7179329,0,0,119.7179329,0,119.7179329,0,15.1,19339.09898,9.869884179,1742.942116,7.463329836,2772.178479,7.927388745,4.269325153,73.4018296
71.48955992,473.15,40,0,0.425,67.23549488,4.254065041,41.13712375,67.23549488,2.430894309,64.80460057,7.292682926,20.9,59151.80134,10.98786232,5810.409666,8.667406358,10411.46887,9.250663253,3.508,31.22546161
60.03850209,453.15,40,0,5,60.03850209,0,0,60.03850209,0,60.03850209,0,23.78409091,13612.10666,9.518714871,1267.879866,7.145101387,2067.410353,7.634052066,3.508,25.83033824
30.11692809,453.15,40,0,5,30.11692809,0,0,30.11692809,0,30.11692809,0,23.78409091,6828.198959,8.828816222,636.0026552,6.455202738,1037.068661,6.944153417,3.508,9.534597528
46.8,458.15,3.333333333,0,1,36.8,10,16,36.8,5.3125,31.4875,16.875,23.86363636,11710.13177,9.36820971,1118.136942,7.019419135,1868.176822,7.532718273,4.041182796,8.143492063
10,463.15,19,0,0.42,10,0,0,10,0,10,0,12.95454545,4466.14102,8.404280008,433.7452183,6.072457307,742.1706401,6.60957919,2.128411429,49.35897436
50,473.15,5,0,3,20,30,5.833333333,20,17.14285714,2.857142856,51.42857143,16.93181818,17595.40893,9.775393291,1728.375667,7.454937326,3097.015612,8.038194221,2.128411429,69.69127517
270,433.15,4.76,0,5,92.8125,177.1875,0.761904762,92.8125,78.74999999,14.06250001,288.75,21.59,5422.856251,8.598377939,420.5158041,6.041482063,618.5745085,6.427417651,3.695454545,17.39993374
50.71428571,443.15,15,0,0.59,30,20.71428571,7,30,10,20,34.28571429,15,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,2.573478261,42.1
198.9804406,425.15,6,0,5,179.1366906,19.84375,6.4,179.1366906,8.125,171.0116906,31.875,15.02,6084.944461,8.713572878,421.0769198,6.042815524,592.7847116,6.384831284,4.269325153,47.69405528
15,443.15,20,0,1.625,14.13483796,0.865162037,28.89632107,14.13483796,2.422453704,11.71238426,8.305555556,18.6,1626.857045,7.394405239,140.6841496,4.946517304,218.1368771,5.385122742,3.248888889,7.847311828
9.629132791,493.15,40,0,0.425,4.888888889,4.740243902,41.13712375,4.888888889,2.91707317,1.971815719,8.26504065,20.9,16689.88751,9.722558277,1542.202455,7.340966839,3013.569871,8.010880659,3.508,85.41074656
40,463.15,19,0,0.42,40,0,0,40,0,40,0,12.95454545,17864.56408,9.790574369,1734.980873,7.458751668,2968.682561,7.995873551,2.128411429,35.51282051
79.68950345,418.15,8,0,5,59.68950345,20,6,59.68950345,7.5,52.18950345,31.66666667,17.84090909,1261.432982,7.140003641,77.40252797,4.349019441,104.7133674,4.651226783,4.144342105,4.872153505
111.540018,440.15,6,0,5,89.35251799,22.1875,6.4,89.35251799,10.46875,78.88376799,36.5625,15.02,8391.397087,9.034962304,704.9498874,6.558126719,1076.190204,6.981182495,4.269325153,52.49118923
40,453.15,8,0,8,35,5,31,35,2.580645161,32.41935484,8.387096774,16.89772727,7935.303457,8.979076875,739.1222926,6.605463391,1205.215984,7.09441407,2.879853118,69.31540013
11.1957672,448.15,6,0,5,7.195767196,4,37.5,7.195767196,2,5.195767196,6.666666667,15.1,1162.396064,7.058238726,104.7612952,4.651684383,166.6245856,5.115743292,4.269325153,9.698628602
50,453.15,8,0,8,45,5,31,45,2.580645161,42.41935484,8.387096774,16.89772727,10202.53302,9.230391303,950.3000905,6.856777819,1549.563408,7.345728498,2.879853118,76.30934768
70,443.15,20,0,1.625,69.13483796,0.865162037,28.89632107,69.13483796,2.422453704,66.71238426,8.305555556,18.6,7957.112668,8.981821483,688.0995675,6.533933548,1066.92823,6.972538986,3.248888889,98.60860215
90,423.15,4,0,4,55,35,2,55,25,30,100,19.48,1631.350851,7.397163694,109.2964474,4.694063892,152.1459431,5.024840212,4.041182796,10.05226806
40.37203645,428.15,8,0,5,15.37203645,25,5.2,15.37203645,10.57692308,4.795113373,40.38461538,16.70454545,639.9330765,6.461363603,46.34800062,3.836178155,66.3441898,4.194856188,4.144342105,7.704062017
55,423.15,10,0,0.177,45,10,12.5,45,4,41,16,12.16,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,2.128411429,4.523026316
149.4628345,433.15,6,0,5,149.4628345,0,0,149.4628345,0,149.4628345,0,15.1,8732.826574,9.074844373,677.1877068,6.517948497,996.1362897,6.903884085,4.269325153,64.52819678
44,403.15,20,0,1.625,43.82696759,0.173032407,28.89632107,43.82696759,1.038194444,42.78877315,5.537037037,18.6,335.0057284,5.814147631,14.82004147,2.695980418,18.32431673,2.908228961,3.248888889,0.946236559
59.89571404,448.15,6,0,0.595,59.89571404,0,0,59.89571404,0,59.89571404,0,15.1,9675.485653,9.177350713,872.0060567,6.77079637,1386.940164,7.234855279,4.269325153,68.45992424
31.75,448.15,6,0,8,13,18.75,8,13,9.375,3.625,31.25,18.86363636,2100.005243,7.64969512,189.2636046,5.243140776,301.0269168,5.707199685,2.128411429,6.075180723
51.09375,433.15,6,0,5,30,21.09375,6.4,30,9.375,20.625,34.375,14.72,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,3.695454545,33.49184783
59.55598022,425.15,6,0,5,39.71223022,19.84375,6.4,39.71223022,8.125,31.58723022,31.875,15.02,1348.951543,7.207082935,93.34717259,4.536325581,131.4125144,4.87834134,4.269325153,3.765764716
36.98706426,453.15,40,0,0.425,33.21917808,3.767886179,41.13712375,33.21917808,1.944715447,31.27446263,6.320325203,20.9,7531.550248,8.926856176,701.5152875,6.553242692,1143.89384,7.04219337,3.508,91.24205646
5.075956472,493.15,40,0,5,5.075956472,0,0,5.075956472,0,5.075956472,0,23.78409091,17328.50643,9.760108195,1601.213018,7.378516757,3128.880577,8.048430577,3.508,32.19874058
14.42894177,433.15,6,0,5,14.42894177,0,0,14.42894177,0,14.42894177,0,15.1,843.055376,6.737032645,65.37479383,4.180136769,96.16566265,4.566072357,4.269325153,1.706019456
140.2304406,433.15,6,0,5,119.1366906,21.09375,6.4,119.1366906,9.375,109.7616906,34.375,14.72,6960.928189,8.848068105,539.7857107,6.291172229,794.0193385,6.677107817,3.695454545,47.20822532
30,473.15,19,0,0.42,30,0,0,30,0,30,0,12.95454545,26393.11339,10.1808584,2592.5635,7.860402434,4645.523418,8.443659329,2.128411429,19.1025641
40,453.15,15,0,0.177,30,10,15.5,30,5.161290323,24.83870968,16.77419355,12.16,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,2.128411429,47.86184211
20,473.15,19,0,0.42,20,0,0,20,0,20,0,12.95454545,17595.40893,9.775393291,1728.375667,7.454937326,3097.015612,8.038194221,2.128411429,36.79487179
81.32419065,440.15,6,0,5,59.13669065,22.1875,6.4,59.13669065,10.46875,48.66794065,36.5625,15.02,5553.726574,8.622224436,466.5610366,6.145388851,712.2611498,6.568444628,4.269325153,46.2365654
30,458.15,3.333333333,0,1,20,10,16,20,5.3125,14.6875,16.875,23.86363636,6364.202051,8.758444138,607.6831208,6.409653563,1015.31349,6.922952701,4.041182796,8.548571429
139.7691109,418.15,8,0,5,119.7691109,20,6,119.7691109,7.5,112.2691109,31.66666667,17.84090909,2531.110127,7.836413271,155.3109243,5.045429071,210.1110946,5.347636413,4.144342105,16.06418613
40,463.15,15,0,0.177,30,10,16.5,30,5.454545455,24.54545455,16.96969697,12.16,13398.42306,9.502892297,1301.235655,7.171069596,2226.51192,7.708191479,2.128411429,61.18421053
38.11375899,448.15,6,0,5,14.67625899,23.4375,6.4,14.67625899,11.71875,2.95750899,39.0625,15.02,2370.786217,7.770976916,213.6678214,5.364422573,339.8422304,5.828481482,4.269325153,23.00672822
180,413.15,6,0,4,150,30,3.833333333,150,10.43478261,139.5652174,46.95652174,11.932,2258.59835,7.722499701,125.6247241,4.833299082,165.0495867,5.106245954,2.128411429,28.05900101
100.2635545,418.15,8,0,5,80.2635545,20,6,80.2635545,7.5,72.7635545,31.66666667,16.70454545,1696.229472,7.436163109,104.0819853,4.645178909,140.8064498,4.947386251,4.144342105,9.585735934
28,433.15,20,0,1.625,27.30787037,0.69212963,28.89632107,27.30787037,2.076388889,25.23148148,7.613425926,18.6,1595.546457,7.374971563,123.7267725,4.818075686,182.0008349,5.204011275,3.248888889,17.2688172
126,423.15,20,0,1.625,125.4809028,0.519097222,28.89632107,125.4809028,1.730324074,123.7505787,6.921296296,18.6,3721.879592,8.221984086,249.3566708,5.518884284,347.1165508,5.849660605,3.248888889,53.08602151
56.875,433.15,8,0,8,40,16.875,8,40,7.5,32.5,27.5,18.86363636,2337.123233,7.756676064,181.2324004,5.199780188,266.591034,5.585715776,2.128411429,3.763855422
10.00091047,453.15,10,0,0.5,6.60091047,3.4,45.58823529,6.60091047,1.75483871,4.84607176,5.703225807,20.909,1496.577934,7.310936403,139.3965737,4.937322919,227.3006517,5.426273598,4.269325153,7.728706625
165,418.15,8,0,8,150,15,8,150,5.625,144.375,23.75,18.86363636,3169.986955,8.061482752,194.5129131,5.270498552,263.1451797,5.572705894,2.128411429,7.252048193
65.55418165,433.15,6,0,5,44.46043165,21.09375,6.4,44.46043165,9.375,35.08543165,34.375,15.02,2597.737694,7.862396227,201.4417688,5.305500351,296.3188111,5.691435939,4.269325153,20.88165905
160.0716838,428.15,8,0,5,135.0716838,25,5.2,135.0716838,10.57692308,124.4947607,40.38461538,16.70454545,5622.992012,8.634619188,407.2526438,6.009433739,582.9560355,6.368111773,4.144342105,36.68756491
6.507612206,453.15,40,0,0.425,2.739726027,3.767886179,41.13712375,2.739726027,1.944715447,0.79501058,6.320325203,20.9,621.1587833,6.431586739,57.85693093,4.057973255,94.34176,4.546923934,3.508,10.57841856
39.45368705,440.15,6,0,5,17.26618705,22.1875,6.4,17.26618705,10.46875,6.79743705,36.5625,15.02,1621.526007,7.391122965,136.2222005,4.914287379,207.9594598,5.337343156,4.269325153,8.548044156
160,433.15,8,0,4,120,40,3.375,120,17.77777778,102.2222222,65.18518519,11.932,7011.369698,8.855288353,543.6972013,6.298392477,799.7731019,6.684328065,2.128411429,60.61012404
10.31395,473.15,3,0,2.75,10,0.31395,318.5220577,10,0.31395,9.68605,0.94185,15.94375124,8797.704463,9.08224611,864.1878335,6.761790145,1548.507806,7.34504704,2.879853118,9.904569983
90,413.15,10,0,4,60,30,3.833333333,60,10.43478261,49.56521739,46.95652174,11.932,903.4393401,6.806208969,50.24988963,3.91700835,66.01983466,4.189955222,2.128411429,3.771371103
43.75,448.15,10,0,8,25,18.75,8,25,9.375,15.625,31.25,18.86363636,4038.47162,8.303621588,363.9684703,5.897067244,578.8979169,6.361126153,2.128411429,14.31325301
30,458.15,3.333333333,0,1,20,10,16,20,5.3125,14.6875,16.875,23.86363636,6364.202051,8.758444138,607.6831208,6.409653563,1015.31349,6.922952701,4.041182796,8.087619048
8.690925109,473.15,40,0,0.425,4.436860068,4.254065041,41.13712375,4.436860068,2.430894309,2.005965759,7.292682926,20.9,3903.418362,8.269607951,383.428049,5.949151986,687.0512449,6.532408882,3.508,81.84082301
67,473.15,5,0,3,37,30,5.833333333,37,17.14285714,19.85714286,51.42857143,16.93181818,32551.50651,10.39057893,3197.494984,8.070122965,5729.478882,8.65337986,2.128411429,50.79194631
200.6620953,433.15,6,0,5,179.5683453,21.09375,6.4,179.5683453,9.375,170.1933453,34.375,14.72,10491.83379,9.2583525,813.5900566,6.701456623,1196.782771,7.087392211,3.695454545,42.47050942
140.7142857,443.15,15,0,0.59,120,20.71428571,7,120,10,110,34.28571429,15,13811.46681,9.533254455,1194.360912,7.085366519,1851.908407,7.523971958,2.573478261,57.7
139.9145456,438.15,8,0,5,109.9145456,30,4.666666667,109.9145456,13.92857143,95.98597417,49.28571428,16.70454545,9013.537265,9.106482867,741.4303932,6.608581284,1120.076563,7.021152322,4.144342105,33.18289398
179.7775438,433.15,6,0,5,179.7775438,0,0,179.7775438,0,179.7775438,0,15.1,10504.05686,9.259516829,814.5378953,6.702620953,1198.177032,7.088556541,4.269325153,49.02049017
120,433.15,8,0,2,90,30,2,90,30,60,110,19.48,5258.527273,8.56760628,407.772901,6.010710404,599.8298264,6.396645992,4.041182796,59.612423
60,443.15,6,0,0.42,60,0,0,60,0,60,0,24.88636364,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,2.128411429,17.95996669
35.88235294,433.15,6,0,22.5,20,15.88235294,8.5,20,7.058823529,12.94117647,25.88235294,20,1168.561616,7.063528884,90.61620022,4.506633007,133.295517,4.892568596,2.128411429,2.57325
20,463.15,19,0,0.42,20,0,0,20,0,20,0,12.95454545,8932.28204,9.097427189,867.4904367,6.765604488,1484.34128,7.302726371,2.128411429,57.05128205
219.9631943,438.15,8,0,5,199.9631943,20,7,199.9631943,9.285714286,190.67748,32.85714286,17.84090909,16397.97256,9.704912982,1348.855048,7.207011399,2037.711079,7.619582437,4.144342105,25.39883452
94.70588235,423.15,6,0,22.5,80,14.70588235,8.5,80,5.882352941,74.11764706,23.52941176,20,2372.873966,7.771857143,158.9766508,5.068757341,221.30319,5.399533662,2.128411429,6.135
90,413.15,8,0,4,60,30,3.833333333,60,10.43478261,49.56521739,46.95652174,11.932,903.4393401,6.806208969,50.24988963,3.91700835,66.01983466,4.189955222,2.128411429,3.620516259
160.1898401,418.15,8,0,5,140.1898401,20,6,140.1898401,7.5,132.6898401,31.66666667,17.84090909,2962.66643,7.993844963,181.7915613,5.202860763,245.9352045,5.505068105,4.144342105,21.18690753
40.26077652,418.15,8,0,5,20.26077652,20,6,20.26077652,7.5,12.76077652,31.66666667,17.84090909,428.1759817,6.059534283,26.27321775,3.268550084,35.54350452,3.570757426,4.144342105,1.010226114
51.7402439,493.15,40,0,0.425,47,4.740243902,41.13712375,47,2.91707317,44.08292683,8.26504065,20.9,160450.5095,11.98574082,14826.1736,9.604149384,28971.3649,10.2740632,3.508,2.039030462
6.606679168,448.15,6,0,5,6.606679168,0,0,6.606679168,0,6.606679168,0,15.1,1067.235453,6.972826895,96.18491642,4.566272551,152.9837123,5.03033146,4.269325153,0.872100946
220.1310801,428.15,8,0,5,200.1310801,20,6.5,200.1310801,8.461538462,191.6695416,32.30769231,17.84090909,8331.394363,9.027786112,603.4122712,6.402600663,863.745959,6.761278697,4.144342105,18.9554751
30.05189681,473.15,10,0,0.5,26.25189681,3.8,46.05263158,26.25189681,2.171428571,24.08046824,6.514285714,20.909,23095.64298,10.04739926,2268.656983,7.726943298,4065.126713,8.310200193,4.269325153,38.64353312
60,453.15,8,0,8,55,5,31,55,2.580645161,52.41935484,8.387096774,16.89772727,12469.76257,9.431061999,1161.477888,7.057448515,1893.910832,7.546399193,2.879853118,80.48419637
39.78433127,438.15,8,0,5,19.78433127,20,7,19.78433127,9.285714286,10.49861698,32.85714286,17.84090909,1622.413177,7.391669935,133.4555352,4.893768353,201.6108573,5.30633939,4.144342105,9.123853175
94,425.15,6,0,5,90,4,31.75,90,1.637795276,88.36220472,6.42519685,15.1,3057.134747,8.025233399,211.5531031,5.354476045,297.8207527,5.696491805,4.269325153,19.26202837
44.29850746,425.15,6,0,5,40.29850746,4,31.75,40.29850746,1.637795276,38.66071218,6.42519685,15.1,1368.866305,7.221738161,94.72527004,4.550980808,133.3525758,4.892996567,4.269325153,4.593386548
10,443.15,20,0,1.625,9.134837963,0.865162037,28.89632107,9.134837963,2.422453704,6.712384259,8.305555556,18.6,1051.379261,6.957858163,90.91911165,4.509970228,140.9740268,4.948575667,3.248888889,3.764516129
71.2336396,453.15,40,0,0.425,67.46575342,3.767886179,41.13712375,67.46575342,1.944715447,65.52103797,6.320325203,20.9,15296.03504,9.635348926,1424.726924,7.261735442,2323.16584,7.750686121,3.508,79.23069942
18,433.15,20,0,1.625,17.30787037,0.69212963,28.89632107,17.30787037,2.076388889,15.23148148,7.613425926,18.6,1011.265649,6.918957943,78.41867234,4.362062067,115.3530764,4.747997655,3.248888889,3.666666667
31.75,448.15,8,0,8,13,18.75,8,13,9.375,3.625,31.25,18.86363636,2100.005243,7.64969512,189.2636046,5.243140776,301.0269168,5.707199685,2.128411429,5.894939759
179.9993115,428.15,8,0,5,154.9993115,25,5.2,154.9993115,10.57692308,144.4223884,40.38461538,16.70454545,6452.57293,8.772234234,467.3361405,6.147048786,668.9617068,6.505726819,4.144342105,38.9228202
99.40317507,418.15,8,0,5,79.40317507,20,6,79.40317507,7.5,71.90317507,31.66666667,17.84090909,1678.046861,7.425385813,102.9662859,4.634401614,139.2970851,4.936608956,4.144342105,8.622717386
25.6856944,453.15,40,0,0.425,21.91780822,3.767886179,41.13712375,21.91780822,1.944715447,19.97309277,6.320325203,20.9,4969.270266,8.511028281,462.8554474,6.137414797,754.73408,6.626365475,3.508,78.82502698
201.3241906,440.15,6,0,5,179.1366906,22.1875,6.4,179.1366906,10.46875,168.6679406,36.5625,15.02,16823.33232,9.730522031,1413.30533,7.253686446,2157.579395,7.676742222,4.269325153,51.58069496
31.75,448.15,10,0,8,13,18.75,8,13,9.375,3.625,31.25,18.86363636,2100.005243,7.64969512,189.2636046,5.243140776,301.0269168,5.707199685,2.128411429,5.460240964
138.075,433.15,8,0,8,121.2,16.875,8,121.2,7.5,113.7,27.5,18.86363636,7081.483395,8.865238684,549.1341733,6.308342807,807.7708329,6.694278396,2.128411429,31.00144578
78.75,448.15,10,0,8,60,18.75,8,60,9.375,50.625,31.25,18.86363636,9692.331889,9.179090325,873.5243288,6.772535981,1389.355001,7.23659489,2.128411429,40.23614458
40.04643399,453.15,10,0,0.5,36.64643399,3.4,45.58823529,36.64643399,1.75483871,34.89159528,5.703225807,20.909,8308.587838,9.025044938,773.891323,6.651431454,1261.910514,7.140382133,4.269325153,75.23659306
60,473.15,19,0,0.42,60,0,0,60,0,60,0,12.95454545,52786.22678,10.87400558,5185.127001,8.553549614,9291.046835,9.13680651,2.128411429,4.743589744
100,433.15,8,0,4,60,40,3.375,60,17.77777778,42.22222222,65.18518519,11.932,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,2.128411429,54.44183708
105,433.15,8,0,2,75,30,2,75,30,45,110,19.48,4382.106061,8.385284724,339.8107508,5.828388847,499.8581887,6.214324436,4.041182796,50.92052455
120,443.15,4,0,10.35,60,60,2.416666667,60,28.96551724,31.03448276,99.31034481,25.46,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,3.439166667,43.1264729
1.875,513.15,40,0,5,1.875,0,0,1.875,0,1.875,0,23.78409091,24838.10098,10.12013408,1951.742564,7.576477875,4131.078204,8.326293718,3.508,24.08318436
